web-scraper-order,web-scraper-start-url,pagination,Hora,Tem,Hum,fecha
"1679676789-3084","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","10:00","21°","64%","Jueves 12 Diciembre 2019"
"1679676789-3085","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","10:30","21°","64%","Jueves 12 Diciembre 2019"
"1679676789-3086","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","11:00","21°","64%","Jueves 12 Diciembre 2019"
"1679676789-3087","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","11:30","21°","64%","Jueves 12 Diciembre 2019"
"1679676789-3088","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","12:00","21°","64%","Jueves 12 Diciembre 2019"
"1679676789-3089","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","12:30","21°","69%","Jueves 12 Diciembre 2019"
"1679676789-3090","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","13:00","22°","64%","Jueves 12 Diciembre 2019"
"1679676789-3091","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","13:30","21°","69%","Jueves 12 Diciembre 2019"
"1679676789-3092","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","14:00","20°","73%","Jueves 12 Diciembre 2019"
"1679676789-3093","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","14:30","21°","69%","Jueves 12 Diciembre 2019"
"1679676789-3094","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","15:00","21°","69%","Jueves 12 Diciembre 2019"
"1679676789-3095","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","15:30","21°","64%","Jueves 12 Diciembre 2019"
"1679676789-3096","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","16:00","20°","68%","Jueves 12 Diciembre 2019"
"1679676789-3097","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","16:30","20°","68%","Jueves 12 Diciembre 2019"
"1679676789-3098","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","17:00","20°","73%","Jueves 12 Diciembre 2019"
"1679676789-3099","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","17:30","20°","68%","Jueves 12 Diciembre 2019"
"1679676789-3100","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","18:00","19°","68%","Jueves 12 Diciembre 2019"
"1679676789-3101","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","18:30","19°","68%","Jueves 12 Diciembre 2019"
"1679676789-3102","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","19:00","19°","68%","Jueves 12 Diciembre 2019"
"1679676789-3103","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","19:30","19°","64%","Jueves 12 Diciembre 2019"
"1679676789-3104","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","20:00","19°","64%","Jueves 12 Diciembre 2019"
"1679676789-3105","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","20:30","19°","60%","Jueves 12 Diciembre 2019"
"1679676789-3106","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","21:00","19°","64%","Jueves 12 Diciembre 2019"
"1679676789-3107","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","21:30","19°","64%","Jueves 12 Diciembre 2019"
"1679676789-3108","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","22:00","19°","60%","Jueves 12 Diciembre 2019"
"1679676789-3109","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","22:30","19°","60%","Jueves 12 Diciembre 2019"
"1679676789-3110","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","23:00","19°","56%","Jueves 12 Diciembre 2019"
"1679676789-3111","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/12-diciembre-2019.html","23:30","18°","56%","Jueves 12 Diciembre 2019"
"1679676792-3112","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","00:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3113","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","null","null","null","Viernes 13 Diciembre 2019"
"1679676792-3114","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","00:30","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3115","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","01:00","18°","68%","Viernes 13 Diciembre 2019"
"1679676792-3116","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","01:30","18°","64%","Viernes 13 Diciembre 2019"
"1679676792-3117","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","02:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3118","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","02:30","18°","64%","Viernes 13 Diciembre 2019"
"1679676792-3119","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","03:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3120","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","03:30","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3121","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","04:00","18°","64%","Viernes 13 Diciembre 2019"
"1679676792-3122","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","04:30","18°","64%","Viernes 13 Diciembre 2019"
"1679676792-3123","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","05:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3124","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","05:30","18°","56%","Viernes 13 Diciembre 2019"
"1679676792-3125","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","06:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3126","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","06:30","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3127","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","07:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3128","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","07:30","18°","64%","Viernes 13 Diciembre 2019"
"1679676792-3129","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","08:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3130","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","08:30","18°","56%","Viernes 13 Diciembre 2019"
"1679676792-3131","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","09:00","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3132","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","09:30","18°","59%","Viernes 13 Diciembre 2019"
"1679676792-3133","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","10:00","19°","56%","Viernes 13 Diciembre 2019"
"1679676792-3134","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","10:30","19°","56%","Viernes 13 Diciembre 2019"
"1679676792-3135","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","11:00","19°","56%","Viernes 13 Diciembre 2019"
"1679676792-3136","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","11:30","20°","56%","Viernes 13 Diciembre 2019"
"1679676792-3137","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","12:00","20°","56%","Viernes 13 Diciembre 2019"
"1679676792-3138","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","12:30","20°","56%","Viernes 13 Diciembre 2019"
"1679676792-3139","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","13:00","22°","53%","Viernes 13 Diciembre 2019"
"1679676792-3140","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","13:30","21°","53%","Viernes 13 Diciembre 2019"
"1679676792-3141","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","14:00","21°","53%","Viernes 13 Diciembre 2019"
"1679676792-3142","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","14:30","21°","53%","Viernes 13 Diciembre 2019"
"1679676792-3143","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","15:00","21°","56%","Viernes 13 Diciembre 2019"
"1679676792-3144","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","15:30","21°","60%","Viernes 13 Diciembre 2019"
"1679676792-3145","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","16:00","20°","60%","Viernes 13 Diciembre 2019"
"1679676792-3146","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","16:30","21°","53%","Viernes 13 Diciembre 2019"
"1679676792-3147","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","17:00","20°","56%","Viernes 13 Diciembre 2019"
"1679676792-3148","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","17:30","20°","60%","Viernes 13 Diciembre 2019"
"1679676792-3149","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","18:00","19°","64%","Viernes 13 Diciembre 2019"
"1679676792-3150","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","18:30","19°","60%","Viernes 13 Diciembre 2019"
"1679676792-3151","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","19:00","19°","68%","Viernes 13 Diciembre 2019"
"1679676792-3152","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","19:30","19°","68%","Viernes 13 Diciembre 2019"
"1679676792-3153","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","20:00","19°","64%","Viernes 13 Diciembre 2019"
"1679676792-3154","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","20:30","19°","68%","Viernes 13 Diciembre 2019"
"1679676792-3155","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","21:00","19°","64%","Viernes 13 Diciembre 2019"
"1679676792-3156","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","21:30","19°","64%","Viernes 13 Diciembre 2019"
"1679676792-3157","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","22:00","18°","64%","Viernes 13 Diciembre 2019"
"1679676792-3158","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","22:30","19°","60%","Viernes 13 Diciembre 2019"
"1679676792-3159","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","23:00","19°","64%","Viernes 13 Diciembre 2019"
"1679676792-3160","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/13-diciembre-2019.html","23:30","19°","64%","Viernes 13 Diciembre 2019"
"1679676794-3161","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","00:00","19°","60%","Sábado 14 Diciembre 2019"
"1679676794-3162","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","null","null","null","Sábado 14 Diciembre 2019"
"1679676794-3163","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","00:30","19°","64%","Sábado 14 Diciembre 2019"
"1679676794-3164","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","01:00","18°","68%","Sábado 14 Diciembre 2019"
"1679676794-3165","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","01:30","18°","68%","Sábado 14 Diciembre 2019"
"1679676794-3166","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","02:00","18°","68%","Sábado 14 Diciembre 2019"
"1679676794-3167","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","02:30","19°","60%","Sábado 14 Diciembre 2019"
"1679676794-3168","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","03:00","18°","73%","Sábado 14 Diciembre 2019"
"1679676794-3169","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","03:30","18°","73%","Sábado 14 Diciembre 2019"
"1679676794-3170","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","04:00","19°","68%","Sábado 14 Diciembre 2019"
"1679676794-3171","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/14-diciembre-2019.html","04:30","19°","73%","Sábado 14 Diciembre 2019"
